date,year,week,year_week,month,year_month,day,weekday,weekday_name,hour,n_calls_in_week,share_calls,est_n_calls,best_n_servers
2021-10-15,2021,41,2021 W41,10,2021 M10,15,4,Fri,2,11955.899936302148,1.6289616346955796e-06,0.019475702304495524,0
2021-10-22,2021,42,2021 W42,10,2021 M10,22,4,Fri,2,11404.128472346118,1.6289616346955796e-06,0.018576887758591336,0
2021-10-29,2021,43,2021 W43,10,2021 M10,29,4,Fri,2,10825.005025247476,1.6289616346955796e-06,0.01763351788151499,0
2021-11-05,2021,44,2021 W44,11,2021 M11,5,4,Fri,2,10225.022632288443,1.6289616346955796e-06,0.01665616958189188,0
2021-11-12,2021,45,2021 W45,11,2021 M11,12,4,Fri,2,9611.52386197302,1.6289616346955796e-06,0.01565680362211514,0
2021-11-19,2021,46,2021 W46,11,2021 M11,19,4,Fri,2,8992.734346200836,1.6289616346955796e-06,0.014648819240970397,0
2021-11-26,2021,47,2021 W47,11,2021 M11,26,4,Fri,2,8377.796312441054,1.6289616346955796e-06,0.013647108776260578,0
2021-12-03,2021,48,2021 W48,12,2021 M12,3,4,Fri,2,7776.802115906185,1.6289616346955796e-06,0.01266811228743058,0
2021-12-10,2021,49,2021 W49,12,2021 M12,10,4,Fri,2,7200.827771725955,1.6289616346955796e-06,0.01172987217819204,0
2021-12-17,2021,50,2021 W50,12,2021 M12,17,4,Fri,2,6661.966487121259,1.6289616346955796e-06,0.010852087819148214,0
2021-12-24,2021,51,2021 W51,12,2021 M12,24,4,Fri,2,6173.36219357787,1.6289616346955796e-06,0.010056170170418497,0
2021-12-31,2021,52,2021 W52,12,2021 M12,31,4,Fri,2,5749.243079020458,1.6289616346955796e-06,0.009365296404263413,0
2021-04-02,2021,13,2021 W13,4,2021 M 4,2,4,Fri,3,9916.789254223993,3.257923269391159e-06,0.032308138468984546,0
2021-04-09,2021,14,2021 W14,4,2021 M 4,9,4,Fri,3,10373.039545103224,3.257923269391159e-06,0.03379456690830648,0
2021-04-16,2021,15,2021 W15,4,2021 M 4,16,4,Fri,3,10828.901859085996,3.257923269391159e-06,0.03527973134866945,0
2021-04-23,2021,16,2021 W16,4,2021 M 4,23,4,Fri,3,11280.696421834047,3.257923269391159e-06,0.03675164336763073,0
2021-04-30,2021,17,2021 W17,4,2021 M 4,30,4,Fri,3,11724.654089362664,3.257923269391159e-06,0.038198023383296836,0
2021-05-07,2021,18,2021 W18,5,2021 M 5,7,4,Fri,3,12156.94988021456,3.257923269391159e-06,0.039606409899573085,0
2021-05-14,2021,19,2021 W19,5,2021 M 5,14,4,Fri,3,12573.736507633728,3.257923269391159e-06,0.040964268751413055,0
2021-05-21,2021,20,2021 W20,5,2021 M 5,21,4,Fri,3,12971.17791173931,3.257923269391159e-06,0.04225910235006813,0
2021-05-28,2021,21,2021 W21,5,2021 M 5,28,4,Fri,3,13345.482791699462,3.257923269391159e-06,0.04347855892833696,0
2021-06-04,2021,22,2021 W22,6,2021 M 6,4,4,Fri,3,13692.938137905221,3.257923269391159e-06,0.04461054178581507,0
2021-06-11,2021,23,2021 W23,6,2021 M 6,11,4,Fri,3,14009.942764144365,3.257923269391159e-06,0.045643318534144224,0
2021-06-18,2021,24,2021 W24,6,2021 M 6,18,4,Fri,3,14293.040839775287,3.257923269391159e-06,0.04656563034226206,0
2021-06-25,2021,25,2021 W25,6,2021 M 6,25,4,Fri,3,14538.955421900844,3.257923269391159e-06,0.04736680118165152,0
2021-07-02,2021,26,2021 W26,7,2021 M 7,2,4,Fri,3,14744.621987542245,3.257923269391159e-06,0.0480368470715904,0
2021-07-09,2021,27,2021 W27,7,2021 M 7,9,4,Fri,3,14907.221965812892,3.257923269391159e-06,0.04856658532440084,0
2021-07-16,2021,28,2021 W28,7,2021 M 7,16,4,Fri,3,15024.21627009226,3.257923269391159e-06,0.04894774379069882,0
2021-07-23,2021,29,2021 W29,7,2021 M 7,23,4,Fri,3,15093.378830199763,3.257923269391159e-06,0.049173070104643724,0
2021-07-30,2021,30,2021 W30,7,2021 M 7,30,4,Fri,3,15112.830124568613,3.257923269391159e-06,0.049236440929187775,0
2021-08-06,2021,31,2021 W31,8,2021 M 8,6,4,Fri,3,15081.070712419678,3.257923269391159e-06,0.04913297120132557,0
2021-08-13,2021,32,2021 W32,8,2021 M 8,13,4,Fri,3,14997.014765935355,3.257923269391159e-06,0.048859123377343605,0
2021-08-20,2021,33,2021 W33,8,2021 M 8,20,4,Fri,3,14860.023602433455,3.257923269391159e-06,0.04841281667806979,0
2021-08-27,2021,34,2021 W34,8,2021 M 8,27,4,Fri,3,14669.939216541028,3.257923269391159e-06,0.04779353633412293,0
2021-09-03,2021,35,2021 W35,9,2021 M 9,3,4,Fri,3,14427.117812368251,3.257923269391159e-06,0.0470024428311622,0
2021-09-10,2021,36,2021 W36,9,2021 M 9,10,4,Fri,3,14132.463335682305,3.257923269391159e-06,0.04604248115513678,0
2021-09-17,2021,37,2021 W37,9,2021 M 9,17,4,Fri,3,13787.461006081203,3.257923269391159e-06,0.044918490037535196,0
2021-09-24,2021,38,2021 W38,9,2021 M 9,24,4,Fri,3,13394.2108491677,3.257923269391159e-06,0.04363731120063497,0
2021-10-01,2021,39,2021 W39,10,2021 M10,1,4,Fri,3,12955.461228723118,3.257923269391159e-06,0.04220789860275202,0
2021-10-08,2021,40,2021 W40,10,2021 M10,8,4,Fri,3,12474.64237888123,3.257923269391159e-06,0.040641427683490244,0
2021-10-15,2021,41,2021 W41,10,2021 M10,15,4,Fri,3,11955.899936302148,3.257923269391159e-06,0.03895140460899105,0
2021-10-22,2021,42,2021 W42,10,2021 M10,22,4,Fri,3,11404.128472346118,3.257923269391159e-06,0.03715377551718267,0
2021-10-29,2021,43,2021 W43,10,2021 M10,29,4,Fri,3,10825.005025247476,3.257923269391159e-06,0.03526703576302998,0
2021-11-05,2021,44,2021 W44,11,2021 M11,5,4,Fri,3,10225.022632288443,3.257923269391159e-06,0.03331233916378376,0
2021-11-12,2021,45,2021 W45,11,2021 M11,12,4,Fri,3,9611.52386197302,3.257923269391159e-06,0.03131360724423028,0
2021-11-19,2021,46,2021 W46,11,2021 M11,19,4,Fri,3,8992.734346200836,3.257923269391159e-06,0.029297638481940794,0
2021-11-26,2021,47,2021 W47,11,2021 M11,26,4,Fri,3,8377.796312441054,3.257923269391159e-06,0.027294217552521156,0
2021-12-03,2021,48,2021 W48,12,2021 M12,3,4,Fri,3,7776.802115906185,3.257923269391159e-06,0.02533622457486116,0
2021-12-10,2021,49,2021 W49,12,2021 M12,10,4,Fri,3,7200.827771725955,3.257923269391159e-06,0.02345974435638408,0
2021-12-17,2021,50,2021 W50,12,2021 M12,17,4,Fri,3,6661.966487121259,3.257923269391159e-06,0.02170417563829643,0
2021-12-24,2021,51,2021 W51,12,2021 M12,24,4,Fri,3,6173.36219357787,3.257923269391159e-06,0.020112340340836993,0
2021-12-31,2021,52,2021 W52,12,2021 M12,31,4,Fri,3,5749.243079020458,3.257923269391159e-06,0.018730592808526826,0
2021-04-02,2021,13,2021 W13,4,2021 M 4,2,4,Fri,4,9916.789254223993,1.6289616346955796e-06,0.016154069234492273,0
2021-04-09,2021,14,2021 W14,4,2021 M 4,9,4,Fri,4,10373.039545103224,1.6289616346955796e-06,0.01689728345415324,0
2021-04-16,2021,15,2021 W15,4,2021 M 4,16,4,Fri,4,10828.901859085996,1.6289616346955796e-06,0.017639865674334725,0
2021-04-23,2021,16,2021 W16,4,2021 M 4,23,4,Fri,4,11280.696421834047,1.6289616346955796e-06,0.018375821683815366,0
2021-04-30,2021,17,2021 W17,4,2021 M 4,30,4,Fri,4,11724.654089362664,1.6289616346955796e-06,0.019099011691648418,0
2021-05-07,2021,18,2021 W18,5,2021 M 5,7,4,Fri,4,12156.94988021456,1.6289616346955796e-06,0.019803204949786542,0
2021-05-14,2021,19,2021 W19,5,2021 M 5,14,4,Fri,4,12573.736507633728,1.6289616346955796e-06,0.020482134375706527,0
2021-05-21,2021,20,2021 W20,5,2021 M 5,21,4,Fri,4,12971.17791173931,1.6289616346955796e-06,0.021129551175034064,0
2021-05-28,2021,21,2021 W21,5,2021 M 5,28,4,Fri,4,13345.482791699462,1.6289616346955796e-06,0.02173927946416848,0
2021-06-04,2021,22,2021 W22,6,2021 M 6,4,4,Fri,4,13692.938137905221,1.6289616346955796e-06,0.022305270892907535,0
2021-06-11,2021,23,2021 W23,6,2021 M 6,11,4,Fri,4,14009.942764144365,1.6289616346955796e-06,0.022821659267072112,0
2021-06-18,2021,24,2021 W24,6,2021 M 6,18,4,Fri,4,14293.040839775287,1.6289616346955796e-06,0.02328281517113103,0
2021-06-25,2021,25,2021 W25,6,2021 M 6,25,4,Fri,4,14538.955421900844,1.6289616346955796e-06,0.02368340059082576,0
2021-07-02,2021,26,2021 W26,7,2021 M 7,2,4,Fri,4,14744.621987542245,1.6289616346955796e-06,0.0240184235357952,0
2021-07-09,2021,27,2021 W27,7,2021 M 7,9,4,Fri,4,14907.221965812892,1.6289616346955796e-06,0.02428329266220042,0
2021-07-16,2021,28,2021 W28,7,2021 M 7,16,4,Fri,4,15024.21627009226,1.6289616346955796e-06,0.02447387189534941,0
2021-07-23,2021,29,2021 W29,7,2021 M 7,23,4,Fri,4,15093.378830199763,1.6289616346955796e-06,0.024586535052321862,0
2021-07-30,2021,30,2021 W30,7,2021 M 7,30,4,Fri,4,15112.830124568613,1.6289616346955796e-06,0.024618220464593887,0
2021-08-06,2021,31,2021 W31,8,2021 M 8,6,4,Fri,4,15081.070712419678,1.6289616346955796e-06,0.024566485600662786,0
2021-08-13,2021,32,2021 W32,8,2021 M 8,13,4,Fri,4,14997.014765935355,1.6289616346955796e-06,0.024429561688671803,0
2021-08-20,2021,33,2021 W33,8,2021 M 8,20,4,Fri,4,14860.023602433455,1.6289616346955796e-06,0.024206408339034896,0
2021-08-27,2021,34,2021 W34,8,2021 M 8,27,4,Fri,4,14669.939216541028,1.6289616346955796e-06,0.023896768167061464,0
2021-09-03,2021,35,2021 W35,9,2021 M 9,3,4,Fri,4,14427.117812368251,1.6289616346955796e-06,0.0235012214155811,0
2021-09-10,2021,36,2021 W36,9,2021 M 9,10,4,Fri,4,14132.463335682305,1.6289616346955796e-06,0.02302124057756839,0
2021-09-17,2021,37,2021 W37,9,2021 M 9,17,4,Fri,4,13787.461006081203,1.6289616346955796e-06,0.022459245018767598,0
2021-09-24,2021,38,2021 W38,9,2021 M 9,24,4,Fri,4,13394.2108491677,1.6289616346955796e-06,0.021818655600317486,0
2021-10-01,2021,39,2021 W39,10,2021 M10,1,4,Fri,4,12955.461228723118,1.6289616346955796e-06,0.02110394930137601,0
2021-10-08,2021,40,2021 W40,10,2021 M10,8,4,Fri,4,12474.64237888123,1.6289616346955796e-06,0.020320713841745122,0
2021-10-15,2021,41,2021 W41,10,2021 M10,15,4,Fri,4,11955.899936302148,1.6289616346955796e-06,0.019475702304495524,0
2021-10-22,2021,42,2021 W42,10,2021 M10,22,4,Fri,4,11404.128472346118,1.6289616346955796e-06,0.018576887758591336,0
2021-10-29,2021,43,2021 W43,10,2021 M10,29,4,Fri,4,10825.005025247476,1.6289616346955796e-06,0.01763351788151499,0
2021-11-05,2021,44,2021 W44,11,2021 M11,5,4,Fri,4,10225.022632288443,1.6289616346955796e-06,0.01665616958189188,0
2021-11-12,2021,45,2021 W45,11,2021 M11,12,4,Fri,4,9611.52386197302,1.6289616346955796e-06,0.01565680362211514,0
2021-11-19,2021,46,2021 W46,11,2021 M11,19,4,Fri,4,8992.734346200836,1.6289616346955796e-06,0.014648819240970397,0
2021-11-26,2021,47,2021 W47,11,2021 M11,26,4,Fri,4,8377.796312441054,1.6289616346955796e-06,0.013647108776260578,0
2021-12-03,2021,48,2021 W48,12,2021 M12,3,4,Fri,4,7776.802115906185,1.6289616346955796e-06,0.01266811228743058,0
2021-12-10,2021,49,2021 W49,12,2021 M12,10,4,Fri,4,7200.827771725955,1.6289616346955796e-06,0.01172987217819204,0
2021-12-17,2021,50,2021 W50,12,2021 M12,17,4,Fri,4,6661.966487121259,1.6289616346955796e-06,0.010852087819148214,0
2021-12-24,2021,51,2021 W51,12,2021 M12,24,4,Fri,4,6173.36219357787,1.6289616346955796e-06,0.010056170170418497,0
2021-12-31,2021,52,2021 W52,12,2021 M12,31,4,Fri,4,5749.243079020458,1.6289616346955796e-06,0.009365296404263413,0
2021-04-02,2021,13,2021 W13,4,2021 M 4,2,4,Fri,5,9916.789254223993,1.6289616346955796e-06,0.016154069234492273,0
2021-04-09,2021,14,2021 W14,4,2021 M 4,9,4,Fri,5,10373.039545103224,1.6289616346955796e-06,0.01689728345415324,0
2021-04-16,2021,15,2021 W15,4,2021 M 4,16,4,Fri,5,10828.901859085996,1.6289616346955796e-06,0.017639865674334725,0
2021-04-23,2021,16,2021 W16,4,2021 M 4,23,4,Fri,5,11280.696421834047,1.6289616346955796e-06,0.018375821683815366,0
2021-04-30,2021,17,2021 W17,4,2021 M 4,30,4,Fri,5,11724.654089362664,1.6289616346955796e-06,0.019099011691648418,0
2021-05-07,2021,18,2021 W18,5,2021 M 5,7,4,Fri,5,12156.94988021456,1.6289616346955796e-06,0.019803204949786542,0
2021-05-14,2021,19,2021 W19,5,2021 M 5,14,4,Fri,5,12573.736507633728,1.6289616346955796e-06,0.020482134375706527,0
2021-05-21,2021,20,2021 W20,5,2021 M 5,21,4,Fri,5,12971.17791173931,1.6289616346955796e-06,0.021129551175034064,0
2021-05-28,2021,21,2021 W21,5,2021 M 5,28,4,Fri,5,13345.482791699462,1.6289616346955796e-06,0.02173927946416848,0
2021-06-04,2021,22,2021 W22,6,2021 M 6,4,4,Fri,5,13692.938137905221,1.6289616346955796e-06,0.022305270892907535,0
2021-06-11,2021,23,2021 W23,6,2021 M 6,11,4,Fri,5,14009.942764144365,1.6289616346955796e-06,0.022821659267072112,0
2021-06-18,2021,24,2021 W24,6,2021 M 6,18,4,Fri,5,14293.040839775287,1.6289616346955796e-06,0.02328281517113103,0
2021-06-25,2021,25,2021 W25,6,2021 M 6,25,4,Fri,5,14538.955421900844,1.6289616346955796e-06,0.02368340059082576,0
2021-07-02,2021,26,2021 W26,7,2021 M 7,2,4,Fri,5,14744.621987542245,1.6289616346955796e-06,0.0240184235357952,0
2021-07-09,2021,27,2021 W27,7,2021 M 7,9,4,Fri,5,14907.221965812892,1.6289616346955796e-06,0.02428329266220042,0
2021-07-16,2021,28,2021 W28,7,2021 M 7,16,4,Fri,5,15024.21627009226,1.6289616346955796e-06,0.02447387189534941,0
2021-07-23,2021,29,2021 W29,7,2021 M 7,23,4,Fri,5,15093.378830199763,1.6289616346955796e-06,0.024586535052321862,0
2021-07-30,2021,30,2021 W30,7,2021 M 7,30,4,Fri,5,15112.830124568613,1.6289616346955796e-06,0.024618220464593887,0
2021-08-06,2021,31,2021 W31,8,2021 M 8,6,4,Fri,5,15081.070712419678,1.6289616346955796e-06,0.024566485600662786,0
2021-08-13,2021,32,2021 W32,8,2021 M 8,13,4,Fri,5,14997.014765935355,1.6289616346955796e-06,0.024429561688671803,0
2021-08-20,2021,33,2021 W33,8,2021 M 8,20,4,Fri,5,14860.023602433455,1.6289616346955796e-06,0.024206408339034896,0
2021-08-27,2021,34,2021 W34,8,2021 M 8,27,4,Fri,5,14669.939216541028,1.6289616346955796e-06,0.023896768167061464,0
2021-09-03,2021,35,2021 W35,9,2021 M 9,3,4,Fri,5,14427.117812368251,1.6289616346955796e-06,0.0235012214155811,0
2021-09-10,2021,36,2021 W36,9,2021 M 9,10,4,Fri,5,14132.463335682305,1.6289616346955796e-06,0.02302124057756839,0
2021-09-17,2021,37,2021 W37,9,2021 M 9,17,4,Fri,5,13787.461006081203,1.6289616346955796e-06,0.022459245018767598,0
2021-09-24,2021,38,2021 W38,9,2021 M 9,24,4,Fri,5,13394.2108491677,1.6289616346955796e-06,0.021818655600317486,0
2021-10-01,2021,39,2021 W39,10,2021 M10,1,4,Fri,5,12955.461228723118,1.6289616346955796e-06,0.02110394930137601,0
2021-10-08,2021,40,2021 W40,10,2021 M10,8,4,Fri,5,12474.64237888123,1.6289616346955796e-06,0.020320713841745122,0
2021-10-15,2021,41,2021 W41,10,2021 M10,15,4,Fri,5,11955.899936302148,1.6289616346955796e-06,0.019475702304495524,0
2021-10-22,2021,42,2021 W42,10,2021 M10,22,4,Fri,5,11404.128472346118,1.6289616346955796e-06,0.018576887758591336,0
2021-10-29,2021,43,2021 W43,10,2021 M10,29,4,Fri,5,10825.005025247476,1.6289616346955796e-06,0.01763351788151499,0
2021-11-05,2021,44,2021 W44,11,2021 M11,5,4,Fri,5,10225.022632288443,1.6289616346955796e-06,0.01665616958189188,0
2021-11-12,2021,45,2021 W45,11,2021 M11,12,4,Fri,5,9611.52386197302,1.6289616346955796e-06,0.01565680362211514,0
2021-11-19,2021,46,2021 W46,11,2021 M11,19,4,Fri,5,8992.734346200836,1.6289616346955796e-06,0.014648819240970397,0
2021-11-26,2021,47,2021 W47,11,2021 M11,26,4,Fri,5,8377.796312441054,1.6289616346955796e-06,0.013647108776260578,0
2021-12-03,2021,48,2021 W48,12,2021 M12,3,4,Fri,5,7776.802115906185,1.6289616346955796e-06,0.01266811228743058,0
2021-12-10,2021,49,2021 W49,12,2021 M12,10,4,Fri,5,7200.827771725955,1.6289616346955796e-06,0.01172987217819204,0
2021-12-17,2021,50,2021 W50,12,2021 M12,17,4,Fri,5,6661.966487121259,1.6289616346955796e-06,0.010852087819148214,0
2021-12-24,2021,51,2021 W51,12,2021 M12,24,4,Fri,5,6173.36219357787,1.6289616346955796e-06,0.010056170170418497,0
2021-12-31,2021,52,2021 W52,12,2021 M12,31,4,Fri,5,5749.243079020458,1.6289616346955796e-06,0.009365296404263413,0
2021-04-02,2021,13,2021 W13,4,2021 M 4,2,4,Fri,6,9916.789254223993,2.1176501251042536e-05,0.21000290004839958,0
2021-04-09,2021,14,2021 W14,4,2021 M 4,9,4,Fri,6,10373.039545103224,2.1176501251042536e-05,0.21966468490399213,0
2021-04-16,2021,15,2021 W15,4,2021 M 4,16,4,Fri,6,10828.901859085996,2.1176501251042536e-05,0.22931825376635145,0
2021-04-23,2021,16,2021 W16,4,2021 M 4,23,4,Fri,6,11280.696421834047,2.1176501251042536e-05,0.23888568188959977,0
2021-04-30,2021,17,2021 W17,4,2021 M 4,30,4,Fri,6,11724.654089362664,2.1176501251042536e-05,0.24828715199142945,0
2021-05-07,2021,18,2021 W18,5,2021 M 5,7,4,Fri,6,12156.94988021456,2.1176501251042536e-05,0.25744166434722504,0
2021-05-14,2021,19,2021 W19,5,2021 M 5,14,4,Fri,6,12573.736507633728,2.1176501251042536e-05,0.26626774688418486,0
2021-05-21,2021,20,2021 W20,5,2021 M 5,21,4,Fri,6,12971.17791173931,2.1176501251042536e-05,0.2746841652754428,0
2021-05-28,2021,21,2021 W21,5,2021 M 5,28,4,Fri,6,13345.482791699462,2.1176501251042536e-05,0.2826106330341903,0
2021-06-04,2021,22,2021 W22,6,2021 M 6,4,4,Fri,6,13692.938137905221,2.1176501251042536e-05,0.28996852160779796,0
2021-06-11,2021,23,2021 W23,6,2021 M 6,11,4,Fri,6,14009.942764144365,2.1176501251042536e-05,0.2966815704719375,0
2021-06-18,2021,24,2021 W24,6,2021 M 6,18,4,Fri,6,14293.040839775287,2.1176501251042536e-05,0.3026765972247034,0
2021-06-25,2021,25,2021 W25,6,2021 M 6,25,4,Fri,6,14538.955421900844,2.1176501251042536e-05,0.3078842076807349,0
2021-07-02,2021,26,2021 W26,7,2021 M 7,2,4,Fri,6,14744.621987542245,2.1176501251042536e-05,0.3122395059653376,0
2021-07-09,2021,27,2021 W27,7,2021 M 7,9,4,Fri,6,14907.221965812892,2.1176501251042536e-05,0.3156828046086055,0
2021-07-16,2021,28,2021 W28,7,2021 M 7,16,4,Fri,6,15024.21627009226,2.1176501251042536e-05,0.31816033463954235,0
2021-07-23,2021,29,2021 W29,7,2021 M 7,23,4,Fri,6,15093.378830199763,2.1176501251042536e-05,0.31962495568018423,0
2021-07-30,2021,30,2021 W30,7,2021 M 7,30,4,Fri,6,15112.830124568613,2.1176501251042536e-05,0.32003686603972054,0
2021-08-06,2021,31,2021 W31,8,2021 M 8,6,4,Fri,6,15081.070712419678,2.1176501251042536e-05,0.31936431280861627,0
2021-08-13,2021,32,2021 W32,8,2021 M 8,13,4,Fri,6,14997.014765935355,2.1176501251042536e-05,0.31758430195273346,0
2021-08-20,2021,33,2021 W33,8,2021 M 8,20,4,Fri,6,14860.023602433455,2.1176501251042536e-05,0.3146833084074537,0
2021-08-27,2021,34,2021 W34,8,2021 M 8,27,4,Fri,6,14669.939216541028,2.1176501251042536e-05,0.31065798617179907,0
2021-09-03,2021,35,2021 W35,9,2021 M 9,3,4,Fri,6,14427.117812368251,2.1176501251042536e-05,0.30551587840255434,0
2021-09-10,2021,36,2021 W36,9,2021 M 9,10,4,Fri,6,14132.463335682305,2.1176501251042536e-05,0.2992761275083891,0
2021-09-17,2021,37,2021 W37,9,2021 M 9,17,4,Fri,6,13787.461006081203,2.1176501251042536e-05,0.2919701852439788,0
2021-09-24,2021,38,2021 W38,9,2021 M 9,24,4,Fri,6,13394.2108491677,2.1176501251042536e-05,0.28364252280412733,0
2021-10-01,2021,39,2021 W39,10,2021 M10,1,4,Fri,6,12955.461228723118,2.1176501251042536e-05,0.27435134091788815,0
2021-10-08,2021,40,2021 W40,10,2021 M10,8,4,Fri,6,12474.64237888123,2.1176501251042536e-05,0.26416927994268663,0
2021-10-15,2021,41,2021 W41,10,2021 M10,15,4,Fri,6,11955.899936302148,2.1176501251042536e-05,0.2531841299584418,0
2021-10-22,2021,42,2021 W42,10,2021 M10,22,4,Fri,6,11404.128472346118,2.1176501251042536e-05,0.24149954086168737,0
2021-10-29,2021,43,2021 W43,10,2021 M10,29,4,Fri,6,10825.005025247476,2.1176501251042536e-05,0.22923573245969492,0
2021-11-05,2021,44,2021 W44,11,2021 M11,5,4,Fri,6,10225.022632288443,2.1176501251042536e-05,0.21653020456459446,0
2021-11-12,2021,45,2021 W45,11,2021 M11,12,4,Fri,6,9611.52386197302,2.1176501251042536e-05,0.20353844708749685,0
2021-11-19,2021,46,2021 W46,11,2021 M11,19,4,Fri,6,8992.734346200836,2.1176501251042536e-05,0.19043465013261518,0
2021-11-26,2021,47,2021 W47,11,2021 M11,26,4,Fri,6,8377.796312441054,2.1176501251042536e-05,0.17741241409138753,0
2021-12-03,2021,48,2021 W48,12,2021 M12,3,4,Fri,6,7776.802115906185,2.1176501251042536e-05,0.16468545973659757,0
2021-12-10,2021,49,2021 W49,12,2021 M12,10,4,Fri,6,7200.827771725955,2.1176501251042536e-05,0.15248833831649652,0
2021-12-17,2021,50,2021 W50,12,2021 M12,17,4,Fri,6,6661.966487121259,2.1176501251042536e-05,0.1410771416489268,0
2021-12-24,2021,51,2021 W51,12,2021 M12,24,4,Fri,6,6173.36219357787,2.1176501251042536e-05,0.13073021221544046,0
2021-12-31,2021,52,2021 W52,12,2021 M12,31,4,Fri,6,5749.243079020458,2.1176501251042536e-05,0.12174885325542437,0
2021-04-02,2021,13,2021 W13,4,2021 M 4,2,4,Fri,7,9916.789254223993,0.0012526714970809007,12.422479241324558,0
2021-04-09,2021,14,2021 W14,4,2021 M 4,9,4,Fri,7,10373.039545103224,0.0012526714970809007,12.99401097624384,0
2021-04-16,2021,15,2021 W15,4,2021 M 4,16,4,Fri,7,10828.901859085996,0.0012526714970809007,13.565056703563403,0
2021-04-23,2021,16,2021 W16,4,2021 M 4,23,4,Fri,7,11280.696421834047,0.0012526714970809007,14.131006874854014,0
2021-04-30,2021,17,2021 W17,4,2021 M 4,30,4,Fri,7,11724.654089362664,0.0012526714970809007,14.687139990877633,0
2021-05-07,2021,18,2021 W18,5,2021 M 5,7,4,Fri,7,12156.94988021456,0.0012526714970809007,15.22866460638585,0
2021-05-14,2021,19,2021 W19,5,2021 M 5,14,4,Fri,7,12573.736507633728,0.0012526714970809007,15.750761334918318,0
2021-05-21,2021,20,2021 W20,5,2021 M 5,21,4,Fri,7,12971.17791173931,0.0012526714970809007,16.248624853601193,0
2021-05-28,2021,21,2021 W21,5,2021 M 5,28,4,Fri,7,13345.482791699462,0.0012526714970809007,16.71750590794556,0
2021-06-04,2021,22,2021 W22,6,2021 M 6,4,4,Fri,7,13692.938137905221,0.0012526714970809007,17.152753316645892,0
2021-06-11,2021,23,2021 W23,6,2021 M 6,11,4,Fri,7,14009.942764144365,0.0012526714970809007,17.549855976378453,0
2021-06-18,2021,24,2021 W24,6,2021 M 6,18,4,Fri,7,14293.040839775287,0.0012526714970809007,17.904484866599763,0
2021-06-25,2021,25,2021 W25,6,2021 M 6,25,4,Fri,7,14538.955421900844,0.0012526714970809007,18.212535054345008,0
2021-07-02,2021,26,2021 W26,7,2021 M 7,2,4,Fri,7,14744.621987542245,0.0012526714970809007,18.470167699026508,0
2021-07-09,2021,27,2021 W27,7,2021 M 7,9,4,Fri,7,14907.221965812892,0.0012526714970809007,18.67385205723212,0
2021-07-16,2021,28,2021 W28,7,2021 M 7,16,4,Fri,7,15024.21627009226,0.0012526714970809007,18.820407487523696,0
2021-07-23,2021,29,2021 W29,7,2021 M 7,23,4,Fri,7,15093.378830199763,0.0012526714970809007,18.90704545523551,0
2021-07-30,2021,30,2021 W30,7,2021 M 7,30,4,Fri,7,15112.830124568613,0.0012526714970809007,18.931411537272698,0
2021-08-06,2021,31,2021 W31,8,2021 M 8,6,4,Fri,7,15081.070712419678,0.0012526714970809007,18.891627426909682,0
2021-08-13,2021,32,2021 W32,8,2021 M 8,13,4,Fri,7,14997.014765935355,0.0012526714970809007,18.786332938588615,0
2021-08-20,2021,33,2021 W33,8,2021 M 8,20,4,Fri,7,14860.023602433455,0.0012526714970809007,18.614728012717833,0
2021-08-27,2021,34,2021 W34,8,2021 M 8,27,4,Fri,7,14669.939216541028,0.0012526714970809007,18.376614720470265,0
2021-09-03,2021,35,2021 W35,9,2021 M 9,3,4,Fri,7,14427.117812368251,0.0012526714970809007,18.072439268581867,0
2021-09-10,2021,36,2021 W36,9,2021 M 9,10,4,Fri,7,14132.463335682305,0.0012526714970809007,17.703334004150094,0
2021-09-17,2021,37,2021 W37,9,2021 M 9,17,4,Fri,7,13787.461006081203,0.0012526714970809007,17.27115941943228,0
2021-09-24,2021,38,2021 W38,9,2021 M 9,24,4,Fri,7,13394.2108491677,0.0012526714970809007,16.778546156644147,0
2021-10-01,2021,39,2021 W39,10,2021 M10,1,4,Fri,7,12955.461228723118,0.0012526714970809007,16.228937012758152,0
2021-10-08,2021,40,2021 W40,10,2021 M10,8,4,Fri,7,12474.64237888123,0.0012526714970809007,15.626628944301999,0
2021-10-15,2021,41,2021 W41,10,2021 M10,15,4,Fri,7,11955.899936302148,0.0012526714970809007,14.976815072157057,0
2021-10-22,2021,42,2021 W42,10,2021 M10,22,4,Fri,7,11404.128472346118,0.0012526714970809007,14.285626686356736,0
2021-10-29,2021,43,2021 W43,10,2021 M10,29,4,Fri,7,10825.005025247476,0.0012526714970809007,13.560175250885028,0
2021-11-05,2021,44,2021 W44,11,2021 M11,5,4,Fri,7,10225.022632288443,0.0012526714970809007,12.808594408474855,0
2021-11-12,2021,45,2021 W45,11,2021 M11,12,4,Fri,7,9611.52386197302,0.0012526714970809007,12.040081985406545,0
2021-11-19,2021,46,2021 W46,11,2021 M11,19,4,Fri,7,8992.734346200836,0.0012526714970809007,11.264941996306236,0
2021-11-26,2021,47,2021 W47,11,2021 M11,26,4,Fri,7,8377.796312441054,0.0012526714970809007,10.494626648944385,0
2021-12-03,2021,48,2021 W48,12,2021 M12,3,4,Fri,7,7776.802115906185,0.0012526714970809007,9.741778349034115,0
